Flight time (us) , Experiment , Calculated
   2464.4220000000000       ,    4.3106999999999998       ,    4.4827538803589908     
   2466.3909999999996       ,    4.1759000000000004       ,    4.5136745924962991     
   2468.3589999999999       ,    4.0530999999999997       ,    4.1796912950570615     
   2470.3440000000001       ,    3.7463000000000002       ,    3.7530119149272783     
   2472.3280000000000       ,    3.4630999999999998       ,    3.3020911571852536     
   2474.2970000000000       ,    3.0613999999999999       ,    2.8830635358959844     
   2476.2809999999999       ,    2.6899999999999999       ,    2.5233857009780380     
   2478.2660000000001       ,    2.4451000000000001       ,    2.2398275678778443     
   2480.2339999999999       ,    2.2593999999999999       ,    2.0323355846566846     
   2482.2190000000001       ,    2.0463000000000000       ,    1.8861799959568721     
   2484.2190000000001       ,    1.9318000000000000       ,    1.7882783073194473     
   2486.2030000000000       ,    1.9034000000000000       ,    1.7259970040400805     
   2488.1880000000001       ,    1.7911999999999999       ,    1.6870409353082887     
   2490.1870000000004       ,    1.7497000000000000       ,    1.6631587966830552     
   2492.1720000000000       ,    1.7270000000000001       ,    1.6492907943539703     
   2494.1559999999999       ,    1.7526999999999999       ,    1.6419012970609170     
   2496.1559999999999       ,    1.8091999999999999       ,    1.6389458677432558     
   2498.1559999999999       ,    1.8161000000000000       ,    1.6391717773787382     
   2500.1559999999999       ,    1.7847999999999999       ,    1.6416594085405336     
