 Q (1/Ang),Sr-Sr,Sr-Ti,Sr-O ,Ti-Ti,Ti-O ,O-O  
  31.06600 ,    -0.234154248634293E-01 ,    -0.538887799987713E-01 ,     0.526234371610606E-02 ,     0.545470969446703E-01 ,     0.263145819876789E-01 ,    -0.511682957648819E-02 , 
  31.08600 ,    -0.271487645559582E-01 ,    -0.634081683958858E-01 ,    -0.366163056699037E-03 ,     0.528226112519896E-01 ,     0.214660294639311E-01 ,    -0.105394062915201E-01 , 
  31.10600 ,    -0.306046460225648E-01 ,    -0.693109324339197E-01 ,    -0.543223304889416E-02 ,     0.491930163112939E-01 ,     0.150410868639596E-01 ,    -0.149815066925596E-01 , 
  31.12600 ,    -0.333259303757498E-01 ,    -0.711346685556798E-01 ,    -0.951045013092391E-02 ,     0.439621226050534E-01 ,     0.740148125996646E-02 ,    -0.180756735406948E-01 , 
  31.14600 ,    -0.348966043896749E-01 ,    -0.687407562380430E-01 ,    -0.122850599023710E-01 ,     0.375094503688481E-01 ,    -0.979235505601529E-03 ,    -0.195819729774383E-01 , 
  31.16600 ,    -0.349818366361919E-01 ,    -0.623310300068046E-01 ,    -0.135762080141567E-01 ,     0.302566677087795E-01 ,    -0.955176646580320E-02 ,    -0.194109269635337E-01 , 
  31.18600 ,    -0.333609655622929E-01 ,    -0.524351131390930E-01 ,    -0.133529598314140E-01 ,     0.226336657291978E-01 ,    -0.177342591559422E-01 ,    -0.176320393067693E-01 , 
  31.20600 ,    -0.299504129333686E-01 ,    -0.398691951380193E-01 ,    -0.117320952569905E-01 ,     0.150471481738407E-01 ,    -0.249589990295433E-01 ,    -0.144671123581498E-01 , 
  31.22600 ,    -0.248144469685839E-01 ,    -0.256695986345368E-01 ,    -0.896301787374726E-02 ,     0.785418006556758E-02 ,    -0.307186694072015E-01 ,    -0.102690169967438E-01 , 
  31.24600 ,    -0.181628307241509E-01 ,    -0.110067623429942E-01 ,    -0.540041671063904E-02 ,     0.134251173701501E-02 ,    -0.346082501009235E-01 ,    -0.548797535211471E-02 , 
  31.26600 ,    -0.103355796684074E-01 ,     0.291294450932192E-02 ,    -0.146744986737479E-02 ,    -0.428125973773426E-02 ,    -0.363589766689483E-01 ,    -0.628609552620302E-03 , 
  31.28600 ,    -0.177620908591132E-02 ,     0.149490297740037E-01 ,     0.238692318128371E-02 ,    -0.889543290692784E-02 ,    -0.358614424833389E-01 ,     0.379811351723162E-02 , 
  31.30600 ,     0.700412755060411E-02 ,     0.241233941717993E-01 ,     0.573232792792800E-02 ,    -0.124593628124888E-01 ,    -0.331758391605851E-01 ,     0.732343504611799E-02 , 
  31.32600 ,     0.154684144422585E-01 ,     0.297030745083840E-01 ,     0.819883744798483E-02 ,    -0.150032268130053E-01 ,    -0.285284179633388E-01 ,     0.956521639315040E-02 , 
  31.34600 ,     0.230977706776811E-01 ,     0.312619305174386E-01 ,     0.951236186209087E-02 ,    -0.166130926941606E-01 ,    -0.222944209625362E-01 ,     0.102639859712961E-01 , 
  31.36600 ,     0.294338142936615E-01 ,     0.287158460961251E-01 ,     0.952027906623570E-02 ,    -0.174132955855023E-01 ,    -0.149688747641650E-01 ,     0.930721434876048E-02 , 
  31.38600 ,     0.341157232751540E-01 ,     0.223283612289029E-01 ,     0.820498922984276E-02 ,    -0.175482182441963E-01 ,    -0.712766240154387E-02 ,     0.673955259317259E-02 , 
  31.40600 ,     0.369088326589847E-01 ,     0.126862756786342E-01 ,     0.568425291051452E-02 ,    -0.171654392540715E-01 ,     0.617897511783490E-03 ,     0.275812294735138E-02 , 
  31.42600 ,     0.377223897227063E-01 ,     0.647432121474238E-03 ,     0.219844526380141E-02 ,    -0.164018901094131E-01 ,     0.766920048202936E-02 ,    -0.230661371686692E-02 , 
  31.44600 ,     0.366150712081744E-01 ,    -0.127346465864891E-01 ,    -0.191389526271387E-02 ,    -0.153741877423042E-01 ,     0.134872594111175E-01 ,    -0.802251099568923E-02 , 
  31.46600 ,     0.337879564043278E-01 ,    -0.263025471195570E-01 ,    -0.624974448787404E-02 ,    -0.141737399565919E-01 ,     0.176345143908481E-01 ,    -0.138968191506369E-01 , 
  31.48600 ,     0.295657483943803E-01 ,    -0.388950266605623E-01 ,    -0.103811645939365E-01 ,    -0.128666210150780E-01 ,     0.198081562696340E-01 ,    -0.194227191009340E-01 , 
  31.50600 ,     0.243680446714321E-01 ,    -0.494464890332315E-01 ,    -0.138969137392180E-01 ,    -0.114976477111991E-01 ,     0.198623098242788E-01 ,    -0.241268317744410E-01 , 
  31.52600 ,     0.186732894452956E-01 ,    -0.570771175889847E-01 ,    -0.164420847453666E-01 ,    -0.100976114667483E-01 ,     0.178173789925625E-01 ,    -0.276131601429496E-01 , 
  31.54600 ,     0.129786228877667E-01 ,    -0.611657910992781E-01 ,    -0.177519974879644E-01 ,    -0.869228681005208E-02 ,     0.138559467277747E-01 ,    -0.295992921819406E-01 , 
  31.56600 ,     0.775913065742093E-02 ,    -0.613994975844905E-01 ,    -0.176771609262811E-01 ,    -0.731167266124024E-02 ,     0.830575034019512E-02 ,    -0.299414631760699E-01 , 
  31.58600 ,     0.342997115615994E-02 ,    -0.577951068509333E-01 ,    -0.161970099983395E-01 ,    -0.599794320622460E-02 ,     0.161132219316317E-02 ,    -0.286461690449517E-01 , 
  31.60600 ,     0.314527544385088E-03 ,    -0.506918683188123E-01 ,    -0.134212216984320E-01 ,    -0.481078326840460E-02 ,    -0.570319578783426E-02 ,    -0.258673316935285E-01 , 
  31.62600 ,    -0.137886690008552E-02 ,    -0.407156372392780E-01 ,    -0.957861613443589E-02 ,    -0.382913401195738E-02 ,    -0.130768639294228E-01 ,    -0.218894154490616E-01 , 
  31.64600 ,    -0.156988830026650E-02 ,    -0.287183594216444E-01 ,    -0.499483606790979E-02 ,    -0.314883796031067E-02 ,    -0.199567747323988E-01 ,    -0.170982450986284E-01 , 
  31.66600 ,    -0.308063153336067E-03 ,    -0.156985330859171E-01 ,    -0.610586779077361E-04 ,    -0.287619591070721E-02 ,    -0.258411977128946E-01 ,    -0.119424506571004E-01 , 
  31.68600 ,     0.223632935901604E-02 ,    -0.271001952484039E-02 ,     0.480317426973852E-02 ,    -0.311797480705926E-02 ,    -0.303175568735272E-01 ,    -0.688934919288528E-02 , 
  31.70600 ,     0.579117390011201E-02 ,     0.923245491097219E-02 ,     0.918939447251706E-02 ,    -0.396887757942067E-02 ,    -0.330922701619512E-01 ,    -0.237958567632472E-02 , 
  31.72600 ,     0.100093199429802E-01 ,     0.192425578943124E-01 ,     0.127381253769751E-01 ,    -0.549785192157562E-02 ,    -0.340102326030834E-01 ,     0.121505479811872E-02 , 
  31.74600 ,     0.145007119941966E-01 ,     0.266383971180478E-01 ,     0.151716836452707E-01 ,    -0.773483465425960E-02 ,    -0.330626476537216E-01 ,     0.362658871015894E-02 , 
  31.76600 ,     0.188669160509217E-01 ,     0.309986724500659E-01 ,     0.163188008558033E-01 ,    -0.106595765550068E-01 ,    -0.303829210721614E-01 ,     0.471518607475958E-02 , 
  31.78600 ,     0.227350002418490E-01 ,     0.321941425617352E-01 ,     0.161288245975473E-01 ,    -0.141940617862989E-01 ,    -0.262313387310535E-01 ,     0.448064092217657E-02 , 
  31.80600 ,     0.257878884652819E-01 ,     0.303919210650345E-01 ,     0.146742858487041E-01 ,    -0.181997371032478E-01 ,    -0.209701670644214E-01 ,     0.305993803298970E-02 , 
  31.82600 ,     0.277887134780450E-01 ,     0.260326265072215E-01 ,     0.121417515265932E-01 ,    -0.224803268600859E-01 ,    -0.150315648994083E-01 ,     0.711256738857457E-03 , 
  31.84600 ,     0.285973058904742E-01 ,     0.197828904888086E-01 ,     0.881200698398561E-02 ,    -0.267904728636012E-01 ,    -0.888121755764688E-02 ,    -0.221392332114284E-02 , 
  31.86600 ,     0.281777068735378E-01 ,     0.124679512901403E-01 ,     0.503162437173215E-02 ,    -0.308498559569577E-01 ,    -0.298085925497305E-02 ,    -0.530779288307545E-02 , 
  31.88600 ,     0.265964135513306E-01 ,     0.499082487115158E-02 ,     0.117877278909206E-02 ,    -0.343618865093605E-01 ,     0.224717643247960E-02 ,    -0.814856096973306E-02 , 
  31.90600 ,     0.240118818150316E-01 ,    -0.175430687780879E-02 ,    -0.237335994675297E-02 ,    -0.370355507684622E-01 ,     0.645053498804453E-02 ,    -0.103439667069819E-01 , 
  31.92600 ,     0.206565496760049E-01 ,    -0.696641875777343E-02 ,    -0.529198269468428E-02 ,    -0.386086201493771E-01 ,     0.937023768879087E-02 ,    -0.115716400277795E-01 , 
  31.94600 ,     0.168132429409197E-01 ,    -0.100119204213208E-01 ,    -0.731556715329123E-02 ,    -0.388702106796438E-01 ,     0.108552995724780E-01 ,    -0.116123158291595E-01 , 
  31.96600 ,     0.127882365223449E-01 ,    -0.104821628485274E-01 ,    -0.827726934695606E-02 ,    -0.376806446675711E-01 ,     0.108677967297825E-01 ,    -0.103726150312482E-01 , 
  31.98600 ,     0.888344031576917E-02 ,    -0.822908313798972E-02 ,    -0.811877647245270E-02 ,    -0.349867234345272E-01 ,     0.947847061555446E-02 ,    -0.789513456493638E-02 , 
  32.00600 ,     0.537015000549628E-02 ,    -0.337598605168328E-02 ,    -0.689341139524497E-02 ,    -0.308308576722385E-01 ,     0.685377313469632E-02 ,    -0.435483616055276E-02 , 
  32.02600 ,     0.246656255616420E-02 ,     0.369719777827533E-02 ,    -0.475838996216592E-02 ,    -0.253529924506524E-01 ,     0.323595722170444E-02 ,    -0.420694539586758E-04 , 
  32.04600 ,     0.320834117203302E-03 ,     0.123924622947333E-01 ,    -0.195718483566461E-02 ,    -0.187848642883901E-01 ,    -0.108165530616643E-02 ,     0.466612236783123E-02 , 
  32.06600 ,    -0.999099880856848E-03 ,     0.219521829729694E-01 ,     0.120609970555712E-02 ,    -0.114367845419810E-01 ,    -0.578178470750087E-02 ,     0.934361374939650E-02 , 
  32.08600 ,    -0.150836092319706E-02 ,     0.315317790361781E-01 ,     0.439768647386694E-02 ,    -0.367779752978717E-02 ,    -0.105501619566192E-01 ,     0.135580437230739E-01 , 
  32.10600 ,    -0.130069677828201E-02 ,     0.402796317601834E-01 ,     0.728728200879208E-02 ,     0.408934605853834E-02 ,    -0.150999893691354E-01 ,     0.169146944193485E-01 , 
  32.12600 ,    -0.537480356256355E-03 ,     0.474167228724384E-01 ,     0.958013060203257E-02 ,     0.114564838667926E-01 ,    -0.191918919423565E-01 ,     0.190970816787873E-01 , 
  32.14600 ,     0.568637769462605E-03 ,     0.523085784911898E-01 ,     0.110448279714477E-01 ,     0.180393719398131E-01 ,    -0.226478893400395E-01 ,     0.199002422502323E-01 , 
  32.16600 ,     0.177380446356475E-02 ,     0.545229144170540E-01 ,     0.115342276908836E-01 ,     0.235056907160407E-01 ,    -0.253585601477002E-01 ,     0.192533959542318E-01 , 
  32.18600 ,     0.282491435525861E-02 ,     0.538677944796221E-01 ,     0.109975024746510E-01 ,     0.275994429354279E-01 ,    -0.272832575678824E-01 ,     0.172296782447099E-01 , 
  32.20600 ,     0.348152176229711E-02 ,     0.504069960072917E-01 ,     0.948233461272150E-02 ,     0.301597316211309E-01 ,    -0.284439024188498E-01 ,     0.140418809218989E-01 , 
  32.22600 ,     0.353590726216710E-02 ,     0.444514441950812E-01 ,     0.712721284210491E-02 ,     0.311323523488687E-01 ,    -0.289134627582873E-01 ,     0.100244868033355E-01 , 
  32.24600 ,     0.282974716325687E-02 ,     0.365278243348187E-01 ,     0.414480608449008E-02 ,     0.305732157475046E-01 ,    -0.288006773741687E-01 ,     0.560360830297587E-02 , 
  32.26600 ,     0.126620628742145E-02 ,     0.273275965015433E-01 ,     0.798268908970877E-03 ,     0.286432835073662E-01 ,    -0.282328552244275E-01 ,     0.125761281406103E-02 , 
  32.28600 ,    -0.118327654563113E-02 ,     0.176414249514832E-01 ,    -0.262697804286264E-02 ,     0.255953967011158E-01 ,    -0.273386650236585E-01 ,    -0.252787316935840E-02 , 
  32.30600 ,    -0.447775960578086E-02 ,     0.828533068862938E-02 ,    -0.585302433072735E-02 ,     0.217540393457776E-01 ,    -0.262327181855234E-01 ,    -0.530633146078741E-02 , 
  32.32600 ,    -0.851090589570241E-02 ,     0.255648199083318E-04 ,    -0.863771309218787E-02 ,     0.174896563362064E-01 ,    -0.250034625868728E-01 ,    -0.671368845956761E-02 , 
  32.34600 ,    -0.131197903153533E-01 ,    -0.649077485872897E-02 ,    -0.107984545369750E-01 ,     0.131895846575642E-01 ,    -0.237054789042468E-01 ,    -0.650448440896459E-02 , 
  32.36600 ,    -0.180974371461729E-01 ,    -0.107929953756844E-01 ,    -0.122291976852182E-01 ,     0.922792381056954E-02 ,    -0.223567529620053E-01 ,    -0.457740089070209E-02 , 
  32.38600 ,    -0.232078937671787E-01 ,    -0.126267643005670E-01 ,    -0.129088755795179E-01 ,     0.593674451756546E-02 ,    -0.209409416388199E-01 ,    -0.987664359224088E-03 , 
  32.40600 ,    -0.282025398174078E-01 ,    -0.119732991263258E-01 ,    -0.129005337866525E-01 ,     0.358090969848477E-02 ,    -0.194141134841993E-01 ,     0.405492707105147E-02 , 
  32.42600 ,    -0.328363417381563E-01 ,    -0.904631659180785E-02 ,    -0.123413230463636E-01 ,     0.233847102777221E-02 ,    -0.177149817937388E-01 ,     0.102022570938017E-01 , 
  32.44600 ,    -0.368828792972094E-01 ,    -0.426737668288272E-02 ,    -0.114244859901683E-01 ,     0.228813629329975E-02 ,    -0.157773022223982E-01 ,     0.169969875221505E-01 , 
  32.46600 ,    -0.401471731183968E-01 ,     0.177772394040728E-02 ,    -0.103752989225915E-01 ,     0.340471833162903E-02 ,    -0.135429108743024E-01 ,     0.239118546581901E-01 , 
  32.48600 ,    -0.424756041577895E-01 ,     0.839711219360605E-02 ,    -0.942355868807398E-02 ,     0.556282567263594E-02 ,    -0.109738481982191E-01 ,     0.303955671280948E-01 , 
  32.50600 ,    -0.437625082463813E-01 ,     0.148598522354193E-01 ,    -0.877556793520812E-02 ,     0.854839298144430E-02 ,    -0.806214792657647E-02 ,     0.359210903598476E-01 , 
  32.52600 ,    -0.439533221619739E-01 ,     0.204653652513881E-01 ,    -0.858863261274479E-02 ,     0.120770305933731E-01 ,    -0.483615115744048E-02 ,     0.400318837240902E-01 , 
  32.54600 ,    -0.430444261060907E-01 ,     0.246086808101117E-01 ,    -0.895083663644371E-02 ,     0.158176467788575E-01 ,    -0.136260146806391E-02 ,     0.423818538884528E-01 , 
  32.56600 ,    -0.410800501544104E-01 ,     0.268354418141876E-01 ,    -0.986832475512805E-02 ,     0.194194048565150E-01 ,     0.225575534209584E-02 ,     0.427653821456540E-01 , 
  32.58600 ,    -0.381467752945527E-01 ,     0.268816502388547E-01 ,    -0.112615587794306E-01 ,     0.225398487965248E-01 ,     0.588685313977945E-02 ,     0.411347167982986E-01 , 
  32.60600 ,    -0.343662566898138E-01 ,     0.246946661065833E-01 ,    -0.129710910024008E-01 ,     0.248719802315836E-01 ,     0.937959356805529E-02 ,     0.376032046249391E-01 , 
  32.62600 ,    -0.298868288155919E-01 ,     0.204338065364914E-01 ,    -0.147724141836407E-01 ,     0.261681965143233E-01 ,     0.125766789630935E-01 ,     0.324341552507257E-01 , 
  32.64600 ,    -0.248746265235000E-01 ,     0.144508566751107E-01 ,    -0.163984989486356E-01 ,     0.262592887985644E-01 ,     0.153286571335976E-01 ,     0.260164637154186E-01 , 
  32.66600 ,    -0.195047851430205E-01 ,     0.725271099063583E-02 ,    -0.175678128215810E-01 ,     0.250671234270409E-01 ,     0.175077146620676E-01 ,     0.188293340369431E-01 , 
  32.68600 ,    -0.139531815335519E-01 ,    -0.549969277885150E-03 ,    -0.180150136533326E-01 ,     0.226101514364860E-01 ,     0.190197781114103E-01 ,     0.113994359915195E-01 , 
  32.70600 ,    -0.838906240047784E-02 ,    -0.830292486821425E-02 ,    -0.175211862377040E-01 ,     0.190014653800863E-01 ,     0.198136546708760E-01 ,     0.425449687195275E-02 , 
  32.72600 ,    -0.296879079742360E-02 ,    -0.153713758616411E-01 ,    -0.159404794842642E-01 ,     0.144397028322249E-01 ,     0.198862465284639E-01 ,    -0.212238122067237E-02 , 
  32.74600 ,     0.216916170656654E-02 ,    -0.211999082250128E-01 ,    -0.132203068256305E-01 ,     0.919363603397390E-02 ,     0.192832747178026E-01 ,    -0.733350426599066E-02 , 
  32.76600 ,     0.690793345011177E-02 ,    -0.253634762980575E-01 ,    -0.941286732644800E-02 ,     0.358174623796591E-02 ,     0.180954067254823E-01 ,    -0.110988021162549E-01 , 
  32.78600 ,     0.111547186672342E-01 ,    -0.276047757972879E-01 ,    -0.467657304388201E-02 ,    -0.205157347010113E-02 ,     0.164501506646976E-01 ,    -0.132766563121950E-01 , 
  32.80600 ,     0.148419967027997E-01 ,    -0.278546333403424E-01 ,     0.733050182953754E-03 ,    -0.736133431235066E-02 ,     0.145003095386190E-01 ,    -0.138716216042901E-01 , 
  32.82600 ,     0.179276212944986E-01 ,    -0.262337540529812E-01 ,     0.648238176278467E-02 ,    -0.120268729053759E-01 ,     0.124101383582503E-01 ,    -0.130285746395163E-01 , 
  32.84600 ,     0.203938572689629E-01 ,    -0.230360012655392E-01 ,     0.121870430723463E-01 ,    -0.157745480698315E-01 ,     0.103405794338502E-01 ,    -0.110141039927894E-01 , 
  32.86600 ,     0.222454595401055E-01 ,    -0.186951730100206E-01 ,     0.174450972580325E-01 ,    -0.183966028286285E-01 ,     0.843504375330050E-02 ,    -0.818714336521738E-02 , 
  32.88600 ,     0.235069008967631E-01 ,    -0.137388162769162E-01 ,     0.218730334720473E-01 ,    -0.197649115746052E-01 ,     0.680714992170772E-02 ,    -0.496183226652700E-02 , 
  32.90600 ,     0.242188757185012E-01 ,    -0.873383155803410E-02 ,     0.251411252222005E-01 ,    -0.198387452125274E-01 ,     0.553163262864259E-02 ,    -0.176627437539012E-02 , 
  32.92600 ,     0.244342384213352E-01 ,    -0.422935362867328E-02 ,     0.270047490960425E-01 ,    -0.186661479610442E-01 ,     0.463931036803244E-02 ,     0.998809234779671E-03 , 
  32.94600 ,     0.242135765294334E-01 ,    -0.702583736389393E-03 ,     0.273285791137143E-01 ,    -0.163789923737519E-01 ,     0.411658978146482E-02 ,     0.299759401681486E-02 , 
  32.96600 ,     0.236206637475707E-01 ,     0.148711935507781E-02 ,     0.261012051559234E-01 ,    -0.131822289948710E-01 ,     0.390952313582220E-02 ,     0.398933043297938E-02 , 
  32.98600 ,     0.227180804077851E-01 ,     0.213146525136510E-02 ,     0.234386032336592E-01 ,    -0.933824252761492E-02 ,     0.393197250116062E-02 ,     0.384844998576508E-02 , 
  33.00600 ,     0.215633176421239E-01 ,     0.119065816974819E-02 ,     0.195759283162739E-01 ,    -0.514754182732398E-02 ,     0.407701576372285E-02 ,     0.257288014928453E-02 , 
  33.02600 ,     0.202056878747511E-01 ,    -0.120649256986262E-02 ,     0.148482079180820E-01 ,    -0.927228040032240E-03 ,     0.423039783295199E-02 ,     0.280019716673741E-03 , 
  33.04600 ,     0.186843394812168E-01 ,    -0.477955964688568E-02 ,     0.966158045250967E-02 ,     0.301120653767863E-02 ,     0.428461878443794E-02 ,    -0.280896667550669E-02 , 
  33.06600 ,     0.170276125314708E-01 ,    -0.912866704199037E-02 ,     0.445764340056430E-02 ,     0.638319891705108E-02 ,     0.415218076910699E-02 ,    -0.639474899771935E-02 , 
  33.08600 ,     0.152538745439659E-01 ,    -0.137784319545117E-01 ,    -0.325837393237174E-03 ,     0.895011309374023E-02 ,     0.377659477769038E-02 ,    -0.101326028991855E-01 , 
  33.10600 ,     0.133738443797872E-01 ,    -0.182291236958296E-01 ,    -0.429422262415700E-02 ,     0.105346735797400E-01 ,     0.313996941876946E-02 ,    -0.136689663079943E-01 , 
  33.12600 ,     0.113942583208622E-01 ,    -0.220097962326624E-01 ,    -0.713162306001995E-02 ,     0.110318693079852E-01 ,     0.226634529108201E-02 ,    -0.166780749458280E-01 , 
  33.14600 ,     0.932256925263973E-02 ,    -0.247279865908536E-01 ,    -0.862948469234793E-02 ,     0.104146919655608E-01 ,     0.122036685630812E-02 ,    -0.188950158089527E-01 , 
  33.16600 ,     0.717221544528840E-02 ,    -0.261109435167611E-01 ,    -0.870540005382649E-02 ,     0.873443247066486E-02 ,     0.101356787420606E-03 ,    -0.201419425252746E-01 , 
  33.18600 ,     0.496786909784664E-02 ,    -0.260342205788576E-01 ,    -0.741030724405191E-02 ,     0.611562513723904E-02 ,    -0.966671155910094E-03 ,    -0.203449176203346E-01 , 
  33.20600 ,     0.274999541411731E-02 ,    -0.245347477869494E-01 ,    -0.492331729016447E-02 ,     0.274607818515900E-02 ,    -0.184810232316998E-02 ,    -0.195398106575189E-01 , 
  33.22600 ,     0.578036401488020E-03 ,    -0.218070585921288E-01 ,    -0.153457035123357E-02 ,    -0.113725893287488E-02 ,    -0.241062456723496E-02 ,    -0.178667913215260E-01 , 
  33.24600 ,    -0.146840951619443E-02 ,    -0.181830403800280E-01 ,     0.238234769875480E-02 ,    -0.526558374113061E-02 ,    -0.254044781543385E-02 ,    -0.155541025243106E-01 , 
  33.26600 ,    -0.329090704101759E-02 ,    -0.140972297505533E-01 ,     0.640590219074641E-02 ,    -0.935748773669524E-02 ,    -0.215628141931451E-02 ,    -0.128928674658041E-01 , 
  33.28600 ,    -0.477629144345174E-02 ,    -0.100411265734536E-01 ,     0.101067310673247E-01 ,    -0.131388535398378E-01 ,    -0.122060262148559E-02 ,    -0.102055714590268E-01 , 
  33.30600 ,    -0.580358757765259E-02 ,    -0.651111048844850E-02 ,     0.130886443086652E-01 ,    -0.163620636359204E-01 ,     0.253013192806798E-03 ,    -0.781147784836635E-02 , 
  33.32600 ,    -0.625346175013290E-02 ,    -0.395520132842527E-02 ,     0.150266480632740E-01 ,    -0.188232345135691E-01 ,     0.219736855849938E-02 ,    -0.599252790610649E-02 , 
  33.34600 ,    -0.601961606033754E-02 ,    -0.272404620801020E-02 ,     0.156983960571499E-01 ,    -0.203763208341744E-01 ,     0.449434307334293E-02 ,    -0.496321006648854E-02 , 
  33.36600 ,    -0.502124603526425E-02 ,    -0.303112643645063E-02 ,     0.150060672946589E-01 ,    -0.209431358307877E-01 ,     0.698273363882203E-02 ,    -0.484747212387770E-02 , 
  33.38600 ,    -0.321544956618910E-02 ,    -0.492629437570906E-02 ,     0.129865515288438E-01 ,    -0.205185951819900E-01 ,     0.947065515222277E-02 ,    -0.566503304920507E-02 , 
  33.40600 ,    -0.608328937153750E-03 ,    -0.828545927044753E-02 ,     0.980891065112672E-02 ,    -0.191707978135305E-01 ,     0.117514701716161E-01 ,    -0.732850069967329E-02 , 
  33.42600 ,     0.273650728178540E-02 ,    -0.128176670296293E-01 ,     0.575927358702040E-02 ,    -0.170358915685763E-01 ,     0.136218565292598E-01 ,    -0.965161248618738E-02 , 
  33.44600 ,     0.669324407455487E-02 ,    -0.180891146110747E-01 ,     0.121450295684325E-02 ,    -0.143080156382628E-01 ,     0.149003885970822E-01 ,    -0.123677960221133E-01 , 
  33.46600 ,     0.110739410288342E-01 ,    -0.235619705290245E-01 ,    -0.339296742074597E-02 ,    -0.112249450323129E-01 ,     0.154449240976376E-01 ,    -0.151572067291632E-01 , 
  33.48600 ,     0.156340306153171E-01 ,    -0.286444013651953E-01 ,    -0.761588428881392E-02 ,    -0.805036482611085E-02 ,     0.151671631724919E-01 ,    -0.176795421183576E-01 , 
  33.50600 ,     0.200834272450480E-01 ,    -0.327470734735451E-01 ,    -0.110347349939595E-01 ,    -0.505395373102116E-02 ,     0.140429741324792E-01 ,    -0.196093427208936E-01 , 
  33.52600 ,     0.241029334557903E-01 ,    -0.353407201095911E-01 ,    -0.132981452021464E-01 ,    -0.249063975701683E-02 ,     0.121174408163491E-01 ,    -0.206702258066948E-01 , 
  33.54600 ,     0.273651013979276E-01 ,    -0.360092044187666E-01 ,    -0.141573243373898E-01 ,    -0.580490389187977E-03 ,     0.950404719330303E-02 ,    -0.206645864725116E-01 , 
  33.56600 ,     0.295582081585796E-01 ,    -0.344928856570918E-01 ,    -0.134913038136572E-01 ,     0.509295038240542E-03 ,     0.637793376334027E-02 ,    -0.194957332104872E-01 , 
  33.58600 ,     0.304115831920101E-01 ,    -0.307179756863828E-01 ,    -0.113205533272076E-01 ,     0.678917772401252E-03 ,     0.296368996997278E-02 ,    -0.171801597319668E-01 , 
  33.60600 ,     0.297202323481005E-01 ,    -0.248088728327883E-01 ,    -0.780762798491919E-02 ,    -0.941421107408331E-04 ,    -0.481361254141844E-03 ,    -0.138486200166991E-01 , 
  33.62600 ,     0.273665742405816E-01 ,    -0.170820577778218E-01 ,    -0.324469463797667E-02 ,    -0.175079469051075E-02 ,    -0.368702153857650E-02 ,    -0.973577501449702E-02 , 
  33.64600 ,     0.233371665054087E-01 ,    -0.802187966137771E-02 ,     0.197100179955606E-02 ,    -0.415208594562804E-02 ,    -0.639156339759011E-02 ,    -0.515930939418200E-02 , 
  33.66600 ,     0.177325610009573E-01 ,     0.175971587588129E-02 ,     0.737155490145737E-02 ,    -0.708712965278823E-02 ,    -0.836276777183610E-02 ,    -0.490464478215052E-03 , 
  33.68600 ,     0.107688789332968E-01 ,     0.115759257478506E-01 ,     0.124596025415030E-01 ,    -0.102868847795654E-01 ,    -0.941687210670754E-02 ,     0.388120391677656E-02 , 
  33.70600 ,     0.277031126541696E-02 ,     0.207254968212693E-01 ,     0.167525969292244E-01 ,    -0.134429887027394E-01 ,    -0.943382193540918E-02 ,     0.758544170386420E-02 , 
  33.72600 ,    -0.584751864012664E-02 ,     0.285552424456987E-01 ,     0.198261258772980E-01 ,    -0.162304418888899E-01 ,    -0.836753374320613E-02 ,     0.103076227350020E-01 , 
  33.74600 ,    -0.146026036259063E-01 ,     0.345188693894868E-01 ,     0.213523541596629E-01 ,    -0.183325924934054E-01 ,    -0.625030401233167E-02 ,     0.118202142211529E-01 , 
  33.76600 ,    -0.229785069897173E-01 ,     0.382266222026318E-01 ,     0.211300972970573E-01 ,    -0.194666201747045E-01 ,    -0.319099998134662E-02 ,     0.120062527713261E-01 , 
  33.78600 ,    -0.304610199481432E-01 ,     0.394810757411088E-01 ,     0.191038033778576E-01 ,    -0.194075924412535E-01 ,     0.632803304915881E-03 ,     0.108724521371031E-01 , 
  33.80600 ,    -0.365767737936278E-01 ,     0.382956719505437E-01 ,     0.153697301149426E-01 ,    -0.180091813886792E-01 ,     0.498806483472219E-02 ,     0.855054958758371E-02 , 
  33.82600 ,    -0.409307214779928E-01 ,     0.348941859092748E-01 ,     0.101687699316645E-01 ,    -0.152192912250321E-01 ,     0.960377705243685E-02 ,     0.528662539550290E-02 , 
  33.84600 ,    -0.432393186281069E-01 ,     0.296910698521228E-01 ,     0.386658719598205E-02 ,    -0.110891537603461E-01 ,     0.141912574646311E-01 ,     0.141929072702198E-02 , 
  33.86600 ,    -0.433564232276487E-01 ,     0.232543971771455E-01 ,    -0.307712324150980E-02 ,    -0.577488450091977E-02 ,     0.184655541878575E-01 ,    -0.265127873532633E-02 , 
  33.88600 ,    -0.412893944494358E-01 ,     0.162547450883763E-01 ,    -0.101474735968949E-01 ,     0.468970793410608E-03 ,     0.221662222173046E-01 ,    -0.650058764230180E-02 , 
  33.90600 ,    -0.372035775728416E-01 ,     0.940466309971660E-02 ,    -0.168178210646015E-01 ,     0.730376714529409E-02 ,     0.250758131146437E-01 ,    -0.971984106069099E-02 , 
  33.92600 ,    -0.314142631013288E-01 ,     0.339425266078368E-02 ,    -0.225939215998499E-01 ,     0.143282145570011E-01 ,     0.270346470633209E-01 ,    -0.119549417650545E-01 , 
